player_id,full_name,position,height,weight,birthdate,college
59381efa-4dbd-40e8-9d6a-e08d45e71b98,Shakur Daniel,G,78,185.0,1999-06-09,Tarleton State
63169bf8-2c5a-45a0-90a2-e1f04d88d1d8,Jordan Miller,G,77,194.0,2000-01-23,Miami
67b29de4-6029-48b5-9453-9bd00ff70a7d,Izaiah Brockington,G,76,196.0,1999-07-12,Iowa State
761260a9-4cf6-43b9-a78e-df628a1da8b5,Jahmyl Telfort,F,79,225.0,2001-04-30,Butler
86021a55-561b-407a-b674-1fb456e9197b,Matt Allocco,G,76,197.0,2000-01-01,Notre Dame
885bfe29-7568-4e8b-8a68-86703b15198c,Derek Ogbeide,F,81,250.0,1997-03-28,Georgia
8a00f4f2-8820-40e1-94e9-6b18a149bf65,Jason Preston,G,75,181.0,1999-08-10,Ohio
971dddd3-9483-4910-b7d9-3965f1907536,TyTy Washington,G,75,195.0,2001-11-15,Kentucky
9b03aa8c-3986-41da-9d59-ecd17d84cac8,Taylor Funk,F,80,230.0,1997-11-06,Utah State
bcf34fa2-1132-4507-b834-944b9bda25cf,Zach Freemantle,F,81,227.0,2000-10-18,Xavier
f284dc0f-f4f5-4dbf-8daa-1e6bbe75d879,Kobe Sanders,G,80,207.0,2002-05-30,Nevada
05362b95-e60c-4ede-9f06-e79839db8541,Jordan Hinds,G,77,,,Bluefield State
2177f273-f194-4883-b905-97cec3da81e1,Moses Byekwaso,F,81,191.0,1997-04-24,
225c025c-fb9f-4c4f-9ef4-502c171449fe,Teddy Allen,F,78,212.0,1998-06-07,New Mexico State
3e2f637d-4a01-4b28-9fea-95f7ec465982,Caleb McConnell,G,79,195.0,1999-06-08,Rutgers
42a7123b-133f-46c8-a950-f44ae099dbdc,John Knight III,G,75,205.0,1999-05-12,Southern Utah
4f22d0e1-0da6-4e34-9ba8-be6daf334801,Efe Abogidi,F,81,228.0,2001-10-11,Washington State
64aad35f-adbd-4148-a431-704d09375ed2,Jaylen Murray,G,71,165.0,2003-06-09,Mississippi
72af3431-8dad-4411-a032-f271175920f9,Vin Baker Jr.,G-F,81,208.0,1999-05-26,Milwaukee
7dbd0886-9aa6-4046-8453-0c7541876364,Garrett Denbow,G,78,200.0,2000-08-05,Anderson (SC)
93dbe055-6a24-46c9-b885-94a2f7d229c4,JD Davison,G,73,195.0,2002-10-03,Alabama
95dcc850-750d-4938-bba1-48580b59218f,Tyrese Hunter,G,72,180.0,2003-08-11,Memphis
960add57-fcc3-450e-bc7d-56dc9e8e1395,Vernon Carey Jr.,C,81,260.0,2001-02-25,Duke
ac4fb6fa-8204-40ab-99b1-96a91fcdfcad,Ricky Council IV,G,78,207.0,2001-08-03,Arkansas
ad07898e-4a1b-42a9-90b8-20af532b8a0c,Kevon Harris,G,77,216.0,1997-06-24,Stephen F. Austin
d2fe926b-603b-4a62-a98d-bda4cfac77d0,Stephen Mitchell,G,75,200.0,2003-01-29,Marquette
e1fe4492-79a3-4ee6-a6c8-773b690a58c6,Daishen Nix,G,76,238.0,2002-02-13,
e751f5e8-b6fd-4bf3-8a1e-f066cc21761d,Isaiah Crawford,F,78,220.0,2001-11-01,Louisiana Tech
f877d039-018d-420f-bbf1-110b38809b78,Cameron Matthews,F,79,235.0,2001-12-23,Mississippi State
0261c4b7-affe-40be-8d26-a3c77720e3ec,Trey Galloway,G,77,205.0,2001-11-28,Indiana
0b97fcb1-fed9-4287-8702-0a41853ed907,Jacksen Moni,F,82,235.0,2003-02-20,North Dakota State
1fa2ae9f-8229-4efd-9a27-8eddcfd4810f,Derrin Boyd,G,75,215.0,2000-12-10,Charleston
224d4b2f-f67d-40e6-8a63-d6b7e0bbf8a7,Jimmy Whitt,G,75,175.0,1997-01-09,Arkansas
452f9a53-37df-4e09-8f49-63cbe2a330ea,Riley Grigsby,G-F,78,220.0,1999-12-29,Seattle
4a461bb4-6163-433f-abd9-83815ab72732,LJ Cryer,G,72,200.0,2001-10-09,Houston
4b40c79d-0d22-4fd2-af0e-8e86c2d69a7b,Jackson Rowe,F,79,210.0,1997-01-04,Cal State Fullerton
4b8e8a16-7bc0-4ae9-8989-53a75646f806,Marques Bolden,C,82,249.0,1998-04-17,Duke
5d68e4c3-79b3-4b0f-889b-42eb24a58ef7,Jack Clark,F,82,215.0,,VCU
73bf7946-50e5-4dd9-85cf-af76ae58a388,Alex Toohey,F,80,223.0,2004-05-05,
74aee57f-aa28-427a-81aa-4faf7f8c815e,Chance McMillian,G,75,190.0,2001-02-06,Texas Tech
7b10587d-f933-42f9-b6e8-d04a1c9907c6,Taevion Kinsey,G,77,190.0,2000-03-10,Marshall
a89bdce8-a0c0-41a7-8a84-5cc976c75ef3,Ja'Vier Francis,F,80,235.0,2003-10-20,Houston
e0acc2ad-c8a7-47bf-a830-62e17c676a4a,Franco Miller Jr.,G,75,201.0,1999-02-08,Florida Gulf Coast
e1d463c8-0c2f-4872-9147-b8d972f3cc8c,Ethan Taylor,G,77,205.0,2002-01-06,Airforce
ed33da5f-39c7-421f-ab92-5fb4cd38ea6c,Michael O'Connell,G,74,195.0,2001-02-23,North Carolina State
ed6d7e45-71a0-4d94-b54b-cc191035a03b,Pat Spencer,G,75,205.0,1996-07-04,Northwestern
0f2bc955-34ae-47e8-ab40-4d4b6bb573fe,Gabe Levin,F,80,235.0,1994-08-02,Long Beach State
113ba150-5c10-478e-92bd-fa4ffddce657,Antoine Davis,G,73,165.0,1998-10-03,Detroit Mercy
13d870e4-a08e-444b-9ac3-3e2e7c6d405a,Brian Bowen II,F-G,78,190.0,1998-10-02,
577218d1-1739-450a-b691-e153a82aef16,Isaiah Stevens,G,72,185.0,2000-11-01,Colorado State
725ad6d8-da25-44ea-95ec-a4e91ea30da9,Joey Calcaterra,G,75,180.0,1998-10-15,UConn
95e2bd5d-094a-4dff-9efa-63b6e4806e9e,Dylan Cardwell,C,83,255.0,2001-12-16,Auburn
b7b5d5a6-17ae-41aa-a189-1e84932c1b2e,Jaylin Williams,F,80,245.0,2000-07-26,Auburn
c0bce8b9-9a6f-42a0-a7aa-96277ee6dc66,Chasson Randle,G,73,192.0,1993-02-05,Stanford
c7c77b49-f6a4-4d27-be55-0b2f29793ee6,Daeqwon Plowden,G-F,78,216.0,1998-08-29,Bowling Green
ca588494-e5df-4452-a6a3-69040d78ca5a,Jon Elmore,G,75,190.0,1995-12-20,Marshall
dfc83dbf-7142-4141-9f56-8ea882843973,Dexter Dennis,G,77,210.0,1999-02-09,Texas A&M
e2ee4cdd-45d2-4b5c-ab9c-5650a4fa53e0,Mason Jones,G,76,200.0,1998-07-21,Arkansas
fd111755-8113-4461-bd7e-74a55f5e4fa6,KJ Jones II,G,78,190.0,2001-03-31,Emmanuel
1910a6a1-ac87-41dc-b31b-766bb3d9e753,Teafale Lenard,F,80,175.0,2002-07-21,Middle Tennessee
1bd4d498-337e-4b5a-ba06-358f5a66700d,Miles Kelly,G,78,190.0,2003-01-26,Auburn
2298edd4-1dc8-4971-854b-bd8cc3b5ebeb,Jordan Hall,G,79,215.0,2002-01-14,Saint Joseph's
496b6738-7857-4941-8f55-02ef9e1d4729,Tyson Walker,G,73,185.0,2000-09-18,Michigan State
68dfa26e-3ec3-4f53-bd77-49fd24329a0a,Justin Powell,G,77,197.0,2001-05-09,Washington State
6df153aa-42ba-4688-90dc-cec17bbe10cf,Dakota Rivers,F,80,208.0,2001-06-21,Florida Gulf Coast
72518756-924a-4b9e-96a2-b535d46f14dd,Jarod Lucas,G,76,195.0,1999-12-07,Nevada
7f8d8bf0-b413-4a56-adf1-fd85e7c296ff,Zhaire Smith,G,76,205.0,1999-06-04,Texas Tech
8d4c6c0c-8752-478b-a2cf-e6105728cc2a,Ryan Nembhard,G,72,180.0,2003-03-10,Gonzaga
96c3a34f-ba5c-4fa1-8820-00175dfb22d8,Kessler Edwards,F,79,203.0,2000-08-09,Pepperdine
a6da1b4b-0203-403e-8e8e-8c071684958d,Asanti Price,G,77,170.0,2001-08-27,Benedict
abc70672-df03-4b06-bd17-b4a71ba0af0f,Tanner Holden,F,78,200.0,2000-04-06,Wright State
cbfee037-55c1-414b-acdd-c61fc5dcb3e2,Kok Yat,F,79,194.0,2003-06-12,
d5210d98-7479-4dca-a8ce-d085588fa3c6,Jamarion Sharp,C,89,235.0,2001-08-26,Ole Miss
e1460401-b1cd-474a-81ce-749b5215cdd1,Tray Maddox,G,78,200.0,2000-08-13,Western Michigan
0fb91f24-6441-4361-a99a-b09b8456b12c,CJ Huntley,F,81,190.0,2002-01-06,Appalachian State
279690d7-4bc1-4271-94d5-307b4012702f,Nathan Mariano,F-C,81,211.0,2003-09-16,
2903249e-943d-4b9a-ae3a-976167275260,Jaden Shackelford,G,75,200.0,2001-02-14,Alabama
3340e077-9d09-459d-9113-e97962f92044,Sean McDermott,F,78,195.0,1996-11-03,Butler
3c47bdc6-5e68-481a-a0d7-38107c327bc8,Kaleb Johnson,G,78,205.0,1996-11-21,Georgetown
73e3656b-e68f-404b-b5b8-e7b909707963,Tyrese Samuel,F,82,239.0,2000-03-10,Florida
78f6047a-c8bd-4f37-b7b6-988a5f4e9b7d,Bryce Thompson,G,77,200.0,2002-02-26,Oklahoma State
a7cee3a6-604c-49a4-b173-61f74710e29c,Isaiah Hawthorne,F,80,205.0,2001-08-28,Northern Colorado
b79748d1-6222-4a37-87ce-7318f71faa5a,Koby Brea,G,77,215.0,2002-11-06,Kentucky
cc9bf2b8-08e8-4b81-b18e-696b8af229cb,Alex Schumacher,G,75,185.0,2001-02-20,
e85e21ba-3c3d-4360-9a14-8e59fa1e16e3,Damion Baugh,G,76,194.0,2000-08-03,TCU
eeaa6f29-7c6d-4fee-983c-ad91de5b3e5f,Mason Madsen,G,76,195.0,2001-05-01,Utah
f0b85c94-1fdd-49bd-b279-ee7cafe227a7,Isaiah Livers,F,78,232.0,1998-07-28,Michigan
1e2ee032-e391-4ac0-b966-d3a9919461bd,Caleb Daniels,G,76,210.0,1999-05-17,Villanova
2400d44d-3811-4590-9e5d-ac29b3339af4,Nassir Little,F-G,78,220.0,2000-02-11,North Carolina
25ef1ab3-775e-4cb5-ad59-5d3bb2ed7220,Warren Washington,F,84,225.0,2000-03-03,Texas Tech
2a49957a-acd8-4655-be73-2ff2cdeb3e18,Malik Williams,C,83,250.0,1998-08-26,Louisville
44d57a96-c7b9-43d7-a4a1-9fea44114209,Tony Snell,G,78,213.0,1991-11-10,New Mexico
643946f5-5b29-43d2-99d5-22ee5923088c,Vladislav Goldin,C,85,250.0,2001-05-12,Michigan
7f8bb4c4-2787-44cf-8968-940fe55094b6,Dru Smith,G,74,203.0,1997-12-30,Missouri
c391167a-7ee5-4623-bd25-ea1898b0112c,Xavier Johnson,G,75,200.0,1999-10-14,Indiana
c55e1ce7-7622-4c64-8c5c-2cd5d2ad856a,Jahmir Young,G,73,185.0,2000-10-07,Maryland
cfb0d131-837c-4cb0-b803-a9ff1d8b4fe6,Myron Gardner,F,78,220.0,2001-05-21,Little Rock
e1b3c387-7c52-45c6-ab79-53e2ee18c9df,Christian Brown,G,78,205.0,2000-07-15,Tennessee State
f4b44e1d-7fde-459a-8f95-987ee50a9a69,Keshad Johnson,F,79,225.0,,
29f1e230-157e-4f14-886e-e65bae3910f0,Oscar Tshiebwe,F-C,80,255.0,1999-11-27,Kentucky
70a07f9e-a025-43e7-b744-f28fd4da5ab2,Elijah Harkless,G,75,195.0,2000-02-03,UNLV
ad0462fd-9563-41bb-b525-63558edcf2c2,Isaiah Thomas,G,69,185.0,1989-02-07,Washington
b8339cdf-c448-4802-adc8-f19e36bf0b2d,John Tonje,G,77,212.0,2001-04-23,Wisconsin
c0800b1d-db45-4393-a6e3-67db4d6b29e1,Justin Harmon,G,79,245.0,1999-10-22,
cf100451-e42f-4635-818c-c22d9aedc2a7,Max Abmas,G,71,162.0,2001-04-02,Texas
ef7dda60-cf71-42b3-bb11-0e75d55314b6,Darin Green,G,76,190.0,2001-01-15,Florida State
f00b9c0d-9d84-4ee7-bf30-18af527c55eb,Dereon Seabron,G,77,180.0,2000-05-26,North Carolina State
0a17fc81-fb60-4fc7-a2f8-68526dff94fb,Patrick Gardner,C,83,250.0,1999-06-16,Marist
1127d922-6d3e-4893-8618-edf05bd92334,Alex Morales,G,78,180.0,1997-11-21,Wagner
1a5d3d9d-1810-4558-b7cb-29d092a4d82b,Orlando Robinson,C,82,235.0,2000-07-10,Fresno State
40042b5d-3e8e-4cbf-9178-b9ca17fc861f,Mike Miles Jr.,G,74,220.0,2002-08-24,TCU
b4834357-58ff-45e6-86b9-e0886d058875,Jamal Cain,F,79,207.0,1999-03-20,Marquette
c2618510-970f-47ab-89ff-6f08d0468fda,Xavier Pinson,G,75,174.0,2000-06-23,New Mexico State
c94689c3-9390-4465-bece-5545c7d5f3f5,Javonte Smart,G,76,205.0,1999-06-03,LSU
c9b319df-6ae5-4863-8cc9-81ed3efbd35e,Colin Castleton,C,82,250.0,2000-05-25,Florida
e2b37833-3eef-4f35-8f3a-1f8c86b8f995,Javon Freeman-Liberty,G,75,190.0,1999-10-20,DePaul
035988cb-b180-4f0d-b341-effb3ee78f5e,Patrick McCaw,G,79,181.0,1995-10-25,UNLV
175b1d50-ef8d-4d65-a46a-864d73342aab,A.J. Lawson,G,78,179.0,2000-07-15,South Carolina
3073aacf-1df1-4c77-bad0-ed02009a1a87,David Roddy,F,76,255.0,2001-03-27,Colorado State
376411cd-0768-4e9d-97c0-16ecb0ed3ce1,Julian Reese,F,81,252.0,2003-06-30,Maryland
3c5969e4-f562-41e3-b494-12e886f9a643,Jarkel Joiner,G,73,181.0,1999-05-21,North Carolina State
3fa6b55d-11e9-4cf3-b100-02c399a2e500,Alijah Martin,G,74,210.0,2001-12-26,Florida
4fc2c10c-1044-42e7-a4c9-22b4f453a76f,Tyreke Key,G,74,211.0,,Tennessee
51c31a3e-f5dd-4174-8c88-d64a9fbc9efc,Jaden Bediako,C,82,240.0,,Seton Hall
5cbe8c5f-59f0-45ce-a1c9-f6004c80da5d,Jared Rhoden,G,77,210.0,1999-08-27,Seton Hall
8aaf7a44-a5a9-4f15-9499-243e61683d83,Quincy Guerrier,G-F,80,220.0,1999-05-13,Illinois
8f4f7016-d993-407c-a881-8cf3bb883ff9,Tyson Degenhart,F,80,235.0,,Boise State
97f14258-1cb6-4208-9944-f45d48854679,Lacey James,C,81,240.0,1996-07-12,Northern Illinois
9acd7af1-6d3c-4f4f-b674-fc20950be403,Chucky Hepburn,G,74,190.0,2003-02-09,Louisville
ca96ae4e-14b8-43e9-8165-4d4ebc825140,Olivier Sarr,C,82,240.0,1999-02-20,Kentucky 
d43dd68b-beba-4461-a568-6db53fae0638,AJ Hoggard,G,76,220.0,,Vanderbilt
e57c27de-3ee1-472d-8556-48d28e680d2f,JP Pegues,G,74,180.0,,Auburn
21505479-d887-42f6-956a-3da2b3535374,Lahat Thioune,F,82,224.0,1999-11-09,South Dakota
24553349-818d-4624-a903-bd29e9d4c4c3,Jean-Jacques Boissy,G,72,,2000-01-28,
43223bcf-ba6b-46ca-88b5-7dd2b44930ce,Ruben Nembhard Jr.,G,76,200.0,1999-03-22,TCU
4a235821-ca5e-4142-83d5-d8de098953be,Caleb Grill,G,75,205.0,,Missouri
87d26519-e815-4623-8dba-88bc7fc66aef,Noa Essengue,F,80,200.0,2006-12-18,
967dc515-c7a6-437d-af5c-60b59423cb27,Olin Carter III,G,75,190.0,1996-11-12,San Diego
9ddfa81d-d330-4036-81f9-9205789365a6,Lachlan Olbrich,F,81,230.0,2003-12-30,
b285e099-73ca-4c5d-a790-cb8c78e8f850,Giorgi Bezhanishvili,F,81,245.0,1998-11-16,Illinois
ba01bdf5-77ba-4fd4-bfd8-cd708cd9ef01,Mouhamadou Gueye,F,81,210.0,1998-07-06,Pittsburgh
c5acbf67-df7e-4797-9efa-f779a945c2db,Trentyn Flowers,F,81,185.0,2005-03-08,Louisville
ccd2813b-d941-4d34-bd7a-3381e59c06c0,Emanuel Miller,F,79,215.0,2000-06-19,TCU
d676ed29-23f6-495b-bcd4-bc556987abd0,Ryan Woolridge,G,75,175.0,1996-11-16,Gonzaga
e85f77f0-bf0f-4862-9354-a0b310586481,Kevin Knox II,F,80,215.0,1999-08-11,Kentucky
f74d503a-9cdf-45ea-bba2-fdcf6ecfa3d3,Wooga Poplar,F,77,197.0,2003-01-05,Villanova
08b63fc1-b0ef-4fae-93cc-5aa0f9b9e285,Quincy Olivari,G,75,200.0,2001-05-27,Xavier
174ce3ba-0d2a-4b32-9e9a-1476ed36b6b5,Dawson Garcia,F,81,235.0,2001-09-20,Minnesota
223d4cc2-dd8f-4933-b31d-88836c116d2b,Brian Taylor,F,78,220.0,2001-09-04,Central Michigan
